Titre,Auteur,Date de publication,Nombre des Vus,Text Article,Lien 
"«Grand by nature», un ouvrage sur les plus beaux moments de Fairmont","Nadia Ouiddar,",01 avril 2022 à 14:36,,"
Fairmont Hotels & Resorts vient de publier «Grand By Nature», un beau livre édité par la maison Skira et co-écrit par Claire Wrathall et Claire-Marie Angelini-Thiennot. Cet ouvrage met à l’honneur, sur plus de 300 pages et à travers 500 illustrations et photographies, les origines historiques de Fairmont, son rôle en matière d’hôtellerie durable, et les célébrités qui ont marqué de leur passage les adresses emblématiques de l’enseigne. Partagé en trois chapitres (Origines, Architecture et Âme), «Grand By Nature» revient sur les instants les plus forts de l’histoire de Fairmont. Avec Origines, les lecteurs découvrent comment l’enseigne a inspiré la création des parcs nationaux du Canada, notamment ceux de Banff et de Jasper ; dans «Architecture», comment Fairmont a été le premier à construire des hôtels de style «château» en Amérique du Nord ; et dans «Âme», comment Solomon R. Guggenheim, avant la création de sa galerie d’art éponyme, exposait sa collection dans l’hôtel qui a vu naître la Fashion Week de New York. Le livre couvre les XIXe, XXe et XXIe siècles, revenant sur les ambitions de la reine Victoria, le réaménagement de la chambre personnelle du célèbre architecte Frank Lloyd Wright, les humbles débuts de Guccio Gucci en tant que liftier, une bretelle décousue sur la robe de Marilyn Monroe et la présence de nombreuses autres célébrités, de Madonna à Rihanna. Plus de 80 propriétés figurent dans cet ouvrage : palaces de centre-ville, complexes hôteliers de style château disséminés en Amérique du Nord et en Europe, ou tours ultra-modernes et étincelantes d’Asie et du Moyen-Orient.

",https://lematin.ma/express/2022/grand-by-nature-ouvrage-plus-beaux-moments-fairmont/374106.html
L'artiste franco-congolais Bantunani lance trois nouveaux singles,"Nadia Ouiddar,",01 avril 2022 à 14:34,,"
L’artiste franco-congolais Bantunani lance trois nouveaux singles : «Next Generation», «Reality», et «Francofolie». Ces titres seront dans son prochain album «Cosmogony». «Lucides, vibrants et très soignés, les premiers singles de l'album “Cosmogony” de Bantunani annoncent une rupture dans la production du chanteur. Dernier pamphlet d'un mélomane qui, en ces temps incertains, veut encore croire à la force fédératrice d'un groove universel où se mêlent à merveille ambiances électro disco, swing réaliste et quelques sonorités hip-hop aux rythmes et mélodies poignantes», indique un communiqué de l’artiste.
Le nouvel album «Cosmogony» se vit comme un voyage cosmique et spirituel fait de sonorités humaines dont les textes poussent à la réflexion. Auteur, compositeur, chanteur et producteur, Bantunani publiera son treizième album solo le 20 mai prochain chez Blackninja Publishing, en versions CD, vinyle et digitale. Enregistré entre Paris, Nice, Orléans, Londres et Los Angeles, Bantunani s’est entouré de quelques grands mixeurs, faiseurs de tubes comme TJ Routon (Rihanna, Taylor Swift, Nicki Minaj), Sam Wheat (Amy Winehouse, John Legend) aux côtés de ses fidèles Sefi Carmel et James Auwarter à qui il doit son tube «Sunday can wait».

",https://lematin.ma/express/2022/lartiste-franco-congolais-bantunani-lance-trois-singles/374105.html
Ramadan : nouvelle programmation sur «Arabiaa»,"N.O.,",31 mars 2022 à 15:10,,"
La chaîne culturelle «Arabiaa» adapte sa programmation au mois du Ramadan. Elle intègre de nouvelles émissions à sa grille habituelle. De l’histoire, au patrimoine, en passant par l’éducation, l’art, l’environnement et la science… une palette d’émissions culturelles sera au rendez-vous. Le public de la chaîne pourra découvrir le «soufisme dans la poésie du malhoune». De grands spécialistes en la matière décortiquent ce qui fait le charme et la singularité de ce patrimoine musical. Un voyage purement poétique et spirituel que nous propose d’entamer la journaliste Dalal Seddiki avec la réalisatrice Majida Moukhtari. La musique soufie sera aussi présente dans l’émission «Avec Taroub». Au programme également un documentaire sur l’écrivain et le journaliste feu Driss El Khoury, l’émission «Marou mine houna» (Ils sont passés par là). Ce dernier rendez-vous nous rappelle des écrivains, peintres ou journalistes de passage ou installés au Maroc. Talha Jibril en fait partie. Ce journaliste soudanais est tombé, lui aussi, sous le charme du Maroc. Depuis, il ne peut s’imaginer vivre ailleurs, d'autant que ce pays lui a permis de cumuler une expérience enrichissante dans le domaine du journalisme et de l’écriture dans plusieurs domaines. Son portrait est à suivre à travers l’émission de «Marou Min Houna» de Yassmine Dghouri.
Autres rendez-vous culturels sur «Arrabiaa : le magazine Zamane Takafa» qui couvre toute l’actualité culturelle et artistique, «Anamil Jamal» (Les mains d’or de l’artisanat), «Moubdioune ou créateurs», «Atlas Maghreb» où on voyage dans l’architecture et arts de Fès. Ramadan sur «Arabiaa» c’est également «Des noms dans la mémoire» pour rendre hommage à des personnalités qui ont excellé dans leur domaine d’activité. Des professeurs, des acteurs, des dramaturges, des écrivains… chacun d’eux a une histoire à raconter pour le grand public. Pendant le mois sacré, l’émission «Al Bahit» met à l’honneur la calligraphie marocaine. Cette émission nous plonge dans l’univers de la bibliothèque d’Al Quaraouiyine, et celles des zaouïas. Sur «Arrabia», l’environnement est aussi mis à l’honneur avec «Ecologica». Un magazine spécialement dédié à l’environnement. Pendant le mois du Ramadan, la journaliste Laila El Kharouaa a préparé un documentaire spécial sur le bassin hydraulique de la Moulouya.

",https://lematin.ma/express/2022/ramadan-nouvelle-programmation-arabiaa/374061.html
La Fondation nationale des musées et l’ICOM Israël s'allient,"Ouafaa Bennani,",30 mars 2022 à 16:50,,"La Fondation nationale des musées a signé, mercredi 30 mars, un Mémorandum d’entente avec l'International Council of Museums of Israël (ICOM Israël). Cette signature a eu lieu, au Musée Mohammed VI d'art moderne et contemporain (Rabat), en présence de la directrice de la Fondation des musées d’Israël, Samira Raz, et de la délégation de directeurs et de conservateurs de musées israéliens qui l’accompagnait.

La signature de ce Mémorandum d’entente rentre dans le cadre de la visite, du 29 mars au 1er avril 2022, de la délégation israélienne au Maroc, composée de directeurs et de conservateurs de musées israéliens, dirigée par la directrice de la Fondation des musées d’Israël, Samira Raz. Cette dernière s’est dite très heureuse d’être présente en compagnie de toute une délégation pour signer cet accord et visiter les Musées de la FNM, et ce grâce aux efforts du président, Mehdi Qotbi, qui a veillé à concrétiser cette visite. «Nous avons convenu avec M. Qotbi de faire une collaboration dans plusieurs domaines, que ce soit la restauration, la préservation ou l’échange de collections qu’on pourra présenter dans les deux pays», précise Samira Raz. Et d’ajouter que «ces échanges peuvent, aussi, concerner le travail entre les directeurs des musées, les conservateurs et les scientifiques.
Comme l’a dit Qotbi, la culture sera notre vrai échange et pont entre nos deux pays pour consolider davantage nos relations». À travers cette convention, les deux institutions estiment développer la coopération muséale dans les domaines d'intérêt mutuel, notamment la mise en œuvre et l'utilisation des technologies de l'information et de la communication (TIC) pour le fonctionnement des archives (numérisation, création de bases de données électroniques, services numériques au public), entre autres, le prêt d'œuvres d'art, l'échange d'informations sur la restauration et programmes d'artistes. De son côté, Mehdi Qotbi a souligné que la FNM est en train de compléter les accords déjà entamés, «afin de créer une vraie passerelle entre les musées israéliens et marocains.
Sachant que les musées du Maroc ont une crédibilité internationale, nous allons travailler avec les musées israéliens par des prêts d’œuvres et par la formation. Car, ils ont une expertise exceptionnelle au niveau de la restauration des œuvres muséales et surtout du textile. Comme ils possèdent une des plus belles collections au monde d’art moderne et contemporain rassemblée grâce à des dons. Nous pourrons, ainsi, profiter de cette richesse en empruntant des expositions pour les partager avec le public marocain». Cette visite, considérée comme un événement important et historique pour les deux pays, est, également, une opportunité unique pour réaffirmer, encore une fois, que la culture est un vecteur de transmission de la paix et de la fraternité entre les peuples et les religions.

",https://lematin.ma/express/2022/signature-d-memorandum-dentente-entre-fnm-licom-israel/374015.html
"«Face à moi-même»:plus qu'un livre, un cercle de lecture et de formation","N.O.,",30 mars 2022 à 16:10,,"À partir du mois du mai, Fatihat El Kheir Sefrioui propose, tous les premiers mercredi et samedi du mois au Centre Topzen, un cercle de lecture inédit accompagné d’une formation autour de la découverte de soi et de son bien-être.

«Face à moi-même» est la nouvelle publication de Dr Fatihat El Kheir Sefrioui. Il ne s’agit pas d’un simple livre, mais d’un concept interactif de cercle de lecture mis en place par l’auteure aussi fondatrice du Centre Topzen, thérapeute certifiée, experte en addictions. Édité en sept tomes, l’ouvrage englobe sept concepts primordiaux, «qui font que notre vie est faite de ce qu'on en fait». À partir du mois du mai, Fatihat El Kheir Sefrioui propose tous les premiers mercredi et samedi du mois au Centre Topzen un cercle de lecture inédit accompagné d’une formation autour de la découverte de soi et de son bien-être. Un véritable périple s'offre à nous par cette très riche panoplie pour la redécouverte de soi-même par soi-même.Selon Fatihat El Kheir Sefrioui, il s’agit d’une opportunité de méditation, une connaissance de soi pour finir par l'art de savoir dire merci, permettant une extraordinaire découverte et un perfectionnement de soi-même dont l'apothéose est la reconnaissance du résultat obtenu. Chaque mois, la thérapeute abordera un tome différent. Chaque livre représente un grand pas vers un véritable changement. Pour Fatihat El Kheir, ce travail «nous emportera vers la connaissance de soi afin d'orienter notre existence vers une vie meilleure». Lors de ces rencontres, «l'interaction de l'assistance est porteuse d'une dynamique d'exploitation du soi qui améliorera les outils de formation mis à disposition pour cet effet».
*****************
Les sept tomes du livre
Le premier tome de «Face à moi-même» nous invite à une initiation à la méditation, avec la conviction que la pleine conscience passe par la méditation. Le second tome soulève la question de l'identité. On apprendra qu'en fait, ces identités sont multiples. Mais il est communément admis que l'identité nous définit socialement et nous situe en société. L'atelier s'y référant s'attache à clarifier l'imbroglio entre l’identité sous l’emprise de l’ego qui sépare, et l’identité sous l’influence de l’âme qui unit. Le troisième tome met en exergue le vrai sens du pardon et tout le bénéfice qui en découle, si on le pratique, pour notre meilleur rayonnement, et pour notre paix intérieure, car la paix, via le pardon : c’est notre élévation. Le quatrième tome de «Face à moi-même» traite du stress, ce grand mal du siècle et la dévastation qu'il opère dans notre existence s'il n'est pas canalisé. Le cinquième tome nous plonge dans les croyances. C’est un sujet très intéressant et passionnant dans la mesure où nos croyances sont silencieuses, puissantes et influençables. Le sixième tome aborde et approfondit le concept de l'estime de soi. Le dernier tome conclut sur la gratitude comme étant la meilleure attitude.

",https://lematin.ma/express/2022/face-moi-serie-livres-englobant-sept-concepts-primordiaux/374009.html
"«Voyage au Maroc», une réaffirmation de la volonté de développer les relations entre le Maroc et la Russie","Ouafaa Bennani,",29 mars 2022 à 12:51,,"À l’occasion du 140e anniversaire du voyage du prince Konstantin Viazemsky au Maroc, l’ambassade de Russie et le Centre russe de la science et de la culture offrent à voir l’exposition de photographies «Voyage au Maroc», accompagnée des notes et impressions de ce voyageur russe du XIXe siècle. L’inauguration de cet événement s’est déroulée, le 28 mars, en présence de plusieurs personnalités.

Consacrée à l’exploration du Maroc par ce voyageur russe hors pair, cette exposition, présentée à l’Institut Royal de la culture amazighe (Ircam), a été préparée par le Musée de la culture islamique de Saint-Pétersbourg. On y découvre les notes de voyage de Konstantin Viazemsky appartenant à l’une des familles raffinées de l’aristocratie russe et qui a visité le Maroc il y a 140 années. Selon Son Excellence l’ambassadeur de Russie au Maroc, Valerian Shuvaev, Konstantin Viazemsky était non seulement le premier russe à avoir visité Tanger et plusieurs régions intérieures du pays, mais il a été honoré par l’audience du Sultan marocain Moulay Hassan Premier et son Vizir. Il a, ainsi, laissé ses impressions de ce voyage qu’on peut découvrir aujourd’hui.
Ses notes sont complétées et renforcées par ces images exposées qui datent de 20 jours et faites par l'artiste-photographe russe Stanislav Bieloglazov. «Il y a, donc, une combinaison entre l’histoire rapportée par Konstantin et la modernité à travers les photos prises récemment. Ce fait reflète qu’il y a des choses plus profondes que le changement des générations n’affecte pas, comme la beauté des paysages ou d’autres réalisations produites par l’Homme. Bien sûr, la bonne volonté et l’hospitalité des habitants du Maroc sont toujours présentes, sans parler des sentiments et de l’amitié mutuelle entre les peuples de nos deux pays», ajoute l’ambassadeur de Russie au Maroc.
Lors de cette inauguration, le recteur de l’Ircam, Ahmed Boukous, a de son côté loué cette initiative et ses organisateurs. «C’est un grand honneur pour nous à l’Ircam d’accueillir cette exposition qui nous introduit dans un monde que nous ne connaissons pas et qui évoque la littérature de voyage et des expéditions des scientifiques du XIXe siècle et début du XXe. Cette prestation nous rapproche de l’âme russe et comment elle perçoit notre culture. C’est pourquoi nous avons considéré que cet événement s’inscrit parfaitement dans la tradition de coopération qui existe entre cette institution et l’Institut culturel russe». Toutefois, après l’intervention vidéo du directeur et professeur de l’Institut de la culture islamique à Saint-Pétersbourg, la parole a été donnée au directeur du Centre russe de la science et de la culture (CRSC), Peter A. Iakhmenev, qui a indiqué que «le contenu de l’exposition invite à une profonde réflexion. Car, ce voyage au Maroc reflète notre volonté mutuelle à développer les relations bilatérales au profit de nos deux peuples à travers plusieurs activités culturelles de part et d'autre».

",https://lematin.ma/express/2022/voyage-maroc-reaffirmation-volonte-mutuelle-developper-relations-bilaterales-entre-maroc-russie/373938.html
Casablanca lance l'initiative «Ath’Art» du 8 mars au 20 mai,LE MATIN,29 mars 2022 à 11:14,,"
La Commune de la ville de Casablanca à travers la Société de Développement « Casablanca Patrimoine », vient d’annoncer le lancement de l’initiative «Ath’Art».
Un concours qui se déroule du 08 mars 2022 (date du début d’ouverture des dépôts des candidatures) au 20 mai 2022 (date de la cérémonie d’Annonce des gagnants). Cette initiative est entièrement articulée autour de la créativité et du patrimoine casablancais. Elle est ouverte aux créateurs et entrepreneurs culturels, qu’ils soient habitants de Casablanca, casablancais d’origine installés ailleurs, MRE ayant des attaches avec Casablanca, étrangers nourrissant un intérêt pour Casablanca.
«Le projet Ath'Art c'est Casablanca et son patrimoine vus par ses talents; il est ouvert à tous les Casablancais de cœur qui ont une vibration pour Casablanca, qui se sentent appartenir à Casablanca et qui ont une histoire proche ou lointaine, brève ou longue avec Casablanca».
À travers Ath'Art, chaque casablancais pourra exprimer sa perception du patrimoine de sa ville de cœur. Les idées de projets proposées devront être articulées autour de la thématique centrale du patrimoine culturel à laquelle peuvent être associés d’autres thématiques comme l’environnement et la mobilité. Elles doivent ainsi contribuer à valoriser le patrimoine culturel et
naturel de Casablanca dans toutes ses composantes matériels et immatériels.
La participation au concours et le dépôt des projets se font sur la plateforme digitale Ath’Art déployée sur le site www.athart. ma Chaque candidat ne pourra présenter qu’un seul projet à la fois. Il pourra soumettre son idée de projet culturel sous format numérique (texte, image, audio, vidéos…).
A l’issue de ce concours, le jury sélectionnera les 3 projets (toutes catégories confondues) qui parviendront le mieux à se distinguer par leur originalité, leur qualité créative, leur faisabilité et leur impact. Un quatrième gagnant «Coup de Cœur» sera sélectionné directement par le public via les réseaux sociaux.
À noter enfin que le dernier délai de dépôt des dossiers de candidature a été fixé au 15 avril 2022.
L’initiative Ath’art sera encadrée par un comité scientifique et un jury de renom, entrepreneurs dans l’âme, experts dans leurs domaines de compétences et dotés d’expériences internationales.

",https://lematin.ma/express/2022/commune-casablanca-lance-linitiative-athart-8-mars-20-mai/373929.html
La création du Musée national du football actée,"MAP, LE MATIN",28 mars 2022 à 17:56,,"Érigé sur une superficie totale de près de 2.100 m2, le Musée national du football vient consacrer le souci permanent de S.M. le Roi Mohammed VI pour la préservation et la valorisation du patrimoine historique, civilisationnel et sportif du Royaume.

La Fondation Nationale des Musées (FNM) et la Fédération Royale Marocaine de Football (FRMF) ont signé, lundi à Rabat, une convention de partenariat pour la création et la gestion du Musée national du football.

Signée par le président de la FNM, Mehdi Qotbi, et le président de la FRMF, Fouzi Lekjaa, cette convention vise à mettre en place un cadre de coopération et de partenariat pour la création et la gestion du Musée national du Football au Complexe Mohammed VI à Maâmora.

Le site du Complexe Mohammed VI est l'un des meilleurs espaces du monde footballistique, a affirmé M. Lekjaa dans une déclaration à M24, ajoutant que la création d'un musée national du football est un projet qui a nécessité près d'une année de travail, avec une équipe spécialement dédiée, dans le but de mettre en exergue l'histoire du football national qui a commencé en 1906. Cette histoire du ballon rond national sera retracée extraordinairement par l'exposition de photographies, d'images et d'objets footballistiques, a-t-il précisé. M. Lekjaa a également relevé que le musée offrira à toutes les générations, surtout les jeunes, l'occasion de prendre connaissance des performances des footballeurs marocains, estimant que ""c'est autour de cette nouvelle génération de consolider ces succès pour construire un avenir meilleur"".

Dans la même lignée, M. Qotbi a fait savoir que ce partenariat s'inscrit dans le cadre d'une dynamique ""extraordinaire"", qui illustre l'histoire sportive du Royaume, ""peut-être méconnue par la jeune génération"", dans un souci de transmission de mémoire. S'agissant de la particularité du musée national du football, qui propose les multiples facettes du ballon rond national, le président de la FNM a estimé qu'il s'agit d'""un projet abouti et bien réfléchi"".

""Même au niveau de l'espace et du cadre, ce site, qui allie culture et sport, va attirer des jeunes et des moins jeunes, pour découvrir une histoire riche"", a-t-il souligné. Saluant ce partenariat, M. Qotbi s'est réjoui de pouvoir mettre à la disposition de la Fédération l'expertise de la FNM ainsi que ses ressources humaines pour mettre à profit leur savoir-faire en vue de la gestion et de la préservation de la mémoire du football national. Érigé sur une superficie totale de près de 2.100 m2, le Musée national du football vient consacrer le souci permanent de S.M. le Roi Mohammed VI pour la préservation et la valorisation du patrimoine historique, civilisationnel et sportif du Royaume.

Cet édifice reflète l'importance accordée au patrimoine culturel et sportif ayant une grande valeur historique et sportive ainsi que son rôle dans le développement socio-économique. Il s'inscrit, en outre, dans le cadre des efforts déployés par la FRMF pour la préservation et la valorisation de la mémoire du ballon rond national.

",https://lematin.ma/express/2022/bientot-musee-national-football-complexe-mohammed-vi-amora/373916.html
Loubaba Laalej présente des icônes féminines de l'art plastique au Book Club «Le Matin»,"Nadia Ouiddar,",28 mars 2022 à 14:26,,"
L’artiste-peintre et écrivaine marocaine Loubaba Laalej était l’invitée de la quatrième rencontre littéraire organisée le 24 mars par le Book Club «Le Matin». Présenté par le critique Moubarak Hosni, ce rendez-vous était l’occasion de décortiquer le livre «Icônes de la plasticité au féminin». Dans ce recueil de textes et œuvres, Loubaba Laalej relate «la vie d’artistes femmes exemplaires qui ont vaincu la diversité». L’artiste ramène à la mémoire de grands noms de l’art plastique d’ici et d’ailleurs. Derrière son travail, un message pour les générations futures afin de perpétuer la créativité, trouver des exemples et se remémorer les signatures qui ont fait la différence dans le milieu de l’art plastique. Optant pour l’écriture fragmentaire dans l’esprit du haïku japonais, Loubaba a parlé dans son livre de parcours féminins exceptionnels. «Pour faire cette anthologie, j’ai pensé aux femmes qui ont du courage, du génie…»

Artistes inspirées par la douleur
Lors de sa rencontre avec les collaborateurs et invités du Groupe «Le Matin», l’artiste polyvalente a choisi d’évoquer Zaha Hadid et son attachement à la compétence et au talent qui n’ont pas de sexe. Elle a aussi cité le parcours de l’artiste contemporaine japonaise Yayoi Kusama connue pour son travail anti-machiste et provocateur. Kusama s’est rebellée contre la société japonaise patriarcale et les réprimandes de sa mère qui s’opposait à sa carrière artistique. Sans jugement, Loubaba Laalej nous dévoile autrement la vie de créatrices qui ont subi plusieurs injustices et ont trouvé refuge dans l’art. Dans ce cadre, elle a cité Niki de Saint Phalle qui a caché pendant 53 ans un lourd secret : le viol par son père à l'âge de onze ans. Cette artiste féministe est connue pour ses personnages gigantesques pour dire stop à l’abus, mais aussi pour ses tirs. Elle aimait «voir le tableau saigner et mourir».
Parcours de passionnées
On ne peut pas parler des icônes de la plasticité au féminin sans évoquer l’Italienne Artemisia Gentileschi. Ses peintures audacieuses, vibrantes et parfois violentes lui ont permis de dépasser les préjugés de genre. Malgré le soutien de son père, l’artiste a eu du mal à dépasser son viol.
Loubaba Laaalej a aussi cité des parcours de femmes artistes nées sous une bonne étoile comme Élisabeth Vigée Le Brun qui «avait le don de la féminité». Avec le public du «Matin», l’auteure a partagé des histoires féministes inspirantes telles que celles de l’artiste et photographe américaine contemporaine Cindy Sherman considérée comme une des représentantes de la photographie plasticienne. «Cindy Sherman a présenté une femme tentatrice et fatale. Elle ne peint pas la femme-objet, mais demande la liberté du corps», a affirmé Loubaba Laalej.
Artistes marocaines
Dans son livre «Icônes de la plasticité au féminin», Loubaba Laalej a également parlé d’artistes marocaines comme Meriem Meziane. Cette «première artiste-peintre marocaine à faire une formation académique» a osé le nu sous un voile, «symbole de l’innocence et de la pureté».
L’auteure a aussi choisi d’écrire sur le parcours de Chaïbia, l’autodidacte et visionnaire, ainsi que sur la créativité de Zahra Ziraoui, «la femme de lettres qui s’intéressait à la philosophie, à la littérature et à la critique d’art».

Féminisme de douceur
Le livre de Loubaba aide à comprendre comment plusieurs femmes créatrices de talent sont arrivées au monde de l’art. Il ne s’agit pas de dresser des simples portraits, mais d’un vrai travail de réflexion et de synthèse. «Icônes de la plasticité au féminin» est un acte féministe doux. Son livre dévoile en douceur les obstacles et clichés imposés aux femmes artistes. Loubaba Laalej veut transmettre des messages de paix et du vivre ensemble. Pour elle, même si la place de la femme dans le monde de l’art plastique est mineure, son rôle est majeur.


",https://lematin.ma/express/2022/lartiste-loubaba-laalej-presente-icones-feminines-lart-plastique-book-club-matin/373880.html
"Neuf artistes tangérois dans «Créa’nord, une confluence de regards»","O.B,",28 mars 2022 à 13:24,,"L'espace d'exposition Galerie Delacroix de l’Institut français à Tanger accueille, jusqu’au 8 mai, neuf artistes-peintres tangérois, dont chacun nous invite, à travers ses créations, à découvrir ce que lui inspire la cité du Détroit.

«Créa’nord, une confluence de regards» montre que la perle du Détroit continue toujours de faire rêver intellectuels et créateurs, même ceux de cette génération. C’est le cas de ces neuf artistes, que sont Itaf Benjelloun, Mohamed Derdoubi, Azzedine Doukkari, Rahima El Arroud, Abdellatif Mehdi, Khalid Mrabet, Youssef Tamli, Houda Terjuman et Yasmina Ziyat qui présentent un panorama de la peinture actuelle inspirée par la ville de Tanger. Car, selon le critique Hicham Benchrif, «quand Tanger parle, cette ville exige plusieurs acuités. Lorsque cette acuité est celle d’un(e) artiste, elle devient parole. Neuf artistes ont uni leurs voix, leurs acuités, leurs disparités pour dire Tanger, pour que Tanger les dise, parce que Tanger dit toujours ses amoureux».
À propos de ces artistes qui exposent, Benchrif les présente comme neuf voix et neuf regards, a cappella, se mettant au diapason d’une vision, celle d’une ville qui a toujours rassemblé le disparate pour composer l’harmonium de son espace, de son temps, de son espace-temps. Rappelant par la même que «le destin de Tanger, depuis toujours, est d’être ce lieu de brassage, ou plus précisément de rencontres…» C’est ce brassage et ce dialogue continu entre les cultures et les arts qui ont permis à ces plasticiens de se rencontrer dans cette même exposition intitulée «Créa’nord : une confluence de regards». Leur sollicitation, à raconter des récits du monde en version picturale, vient du fait que ces neuf artistes, 5 hommes et 4 femmes de tous âges, sont tous résidents ou natifs de Tanger.
Et ce dans l’objectif de dévoiler ce que Tanger, cité mythique, engendre comme richesse créative. Ainsi, «entre les beautés fragiles de Yasmina Ziyat, le burlesque ironique de Azzedine Doukari, les abstractions inquiètes de Mohamed Debdoubi, les couleurs joyeuses de Rahima El Arroud ou encore celles flamboyantes de Khalid Mrabet, l’expressionnisme désespéré de Abdellatif Mehdi, les contemplations étrangement sereines de Houda Terjumann, les mystères émergents d’Itaf Benjelloun ou ceux extatiques de Youssef Tamli», le visiteur découvre de fructueux parcours d’une grande diversité artistique. Une richesse picturale qui dénote d’une intense et multiple créativité que la ville de Tanger accueille à bras ouverts.

",https://lematin.ma/express/2022/neuf-artistes-tangerois-crenord-confluence-regards/373876.html
"Le coup de sang et les larmes de Will Smith, les moments forts des Oscars 2022","AFP, LE MATIN",28 mars 2022 à 12:23,,"
Un appel à l'aide sobre pour l'Ukraine, quelques anniversaires, mais surtout, un incident entre l'humoriste Chris Rock et l'acteur Will Smith qui a fait dérailler la soirée: la 94e cérémonie des Oscars a connu quelques moments forts dimanche soir.

La cérémonie se déroulait parfaitement, jusqu'à ce que l'humoriste Chris Rock monte sur scène pour remettre l'Oscar du meilleur documentaire. Il lance une ou deux blagues, puis une plaisanterie sur le crâne rasé de Jada Pinkett Smith, l'épouse de Will Smith, qui est atteinte d'alopécie, une chute importante des cheveux. Soudain, Will Smith, qui a incarné Mohamed Ali dans sa carrière, monte sur scène et lui décroche une gifle. ""Ne prononce pas le nom de ma femme"", lance-t-il même une fois rassis, mais la chaîne ABC a eu le temps de couper le son.

""L'amour vous fait faire des choses folles"", s'est excusé l'acteur, en larmes, en recevant l'Oscar du meilleur acteur pour ""La Méthode Williams"". ""J'ai raté quelque chose?"", a ensuite lancé, faussement ingénue, l'humoriste Amy Schumer, l'une des présentatrices de la soirée, faisant rire toute la salle. Après la soirée, la police de Los Angeles a précisé que Chris Rock n'avait pas déposé plainte.

C'était l'une des questions qui se posait aux organisateurs: comment ne pas ignorer le drame de la guerre en Ukraine? Amy Schumer avait proposé que le président ukrainien Volodymyr Zelensky prenne la parole durant la soirée. Mais visiblement, il a été décidé de ne pas trop en faire. Au milieu de la cérémonie, une sobre minute de silence a été demandée, pendant qu'étaient diffusés des messages appelant les téléspectateurs à participer à l'aide humanitaire.

""Président Biden, ramenez à la maison Brittney Griner"", la star du basket-ball américain détenue depuis plus d'un mois en Russie, a aussi lancé le producteur Ben Proudfoot en recevant l'Oscar du meilleur court documentaire pour ""The Queen of Basketball"".

La soirée a peu versé dans la politique, malgré quelques traits d'ironie sur la place des femmes dans le cinéma lancés par Amy Schumer en ouverture. ""Cette année, l'Académie a embauché trois femmes pour présenter la soirée, car c'est toujours moins cher qu'un homme"", a-t-elle plaisanté, entourée de ses deux camarades de jeu, Regina Hall et Wanda Sykes.

Tout un symbole: ce sont les soeurs et stars américaines du tennis Serena et Venus Williams, au coeur du film ""La méthode Williams"", qui ont introduit Beyoncé pour lancer la soirée. Puis, la méga star a interprété ""Be alive"", la chanson du film, dans un décor 100% vert pomme, depuis des terrains de tennis à Compton, en banlieue de Los Angeles, la ville où les soeurs Williams s'entraînaient jeunes.

A une semaine des Grammy Awards, la soirée a fait la part belle à la musique, entre Beyoncé, Billie Eilish, mais aussi Megan Thee Stallion, qui a enflammé la salle avec le tube viral d'Encanto, ""We don't talk about Bruno"".

Et c'est une autre voix légendaire, celle de l'actrice et chanteuse Liza Minnelli, qui a conclu la soirée avec Lady Gaga pour remettre l'Oscar du meilleur film, récompense suprême, à CODA. Une séquence émouvante: diminuée et en chaise roulante, Minnelli, 76 ans, est apparue tout sourire: ""je suis si heureuse d'être là"".

Il y a soixante ans, la légendaire Rita Moreno remportait l'Oscar du meilleur second rôle féminin pour son incarnation de l'explosive Anita dans le film musical ""West Side Story"". Chose rare, dimanche soir, Ariana DeBose a reçu l'Oscar dans la même catégorie pour le même rôle, dans le remake de Steven Spielberg.

L'actrice de 31 ans, originaire de Porto Rico comme Rita Moreno, a rendu hommage à sa prédécesseure, 90 ans, qui l'applaudissait dans la salle. ""Votre Anita a ouvert la voie à des milliers d'Anita comme moi"", a-t-elle salué, en référence au personnage d'immigrée portoricaine qu'elles ont toutes deux incarné.

La cérémonie a été l'occasion de souffler les bougies de quelques monuments du cinéma. D'abord les 60 ans du tout premier James Bond, ""Dr No"", sorti en 1962. Et quoi de mieux comme cadeau qu'un Oscar? C'est Billie Eilish qui s'en est chargée, en raflant la statuette de la meilleure chanson pour un film, ""No time to die"". Cheveux noirs, robe noire, loin des mèches vertes de ses débuts ou de la blondeur platine à la Marylin Monroe arborée plus récemment, Billie Eilish venait d'interpréter le titre sur la scène d'Hollywood.

Un peu plus jeune, avec cinquante ans, le Parrain, premier opus de la légendaire trilogie sur la mafia italo-américaine, a aussi été célébré, tout comme ""Les blancs ne savent pas sauter"", tout juste trentenaire.

",https://lematin.ma/express/2022/coup-sang-larmes-will-smith-moments-forts-oscars-2022/373869.html
